Community Name,Crime Category,Number of Records,Year,Incidents
RED CARPET,Theft OF Vehicle,1,2012,2
ROCKY RIDGE,Theft OF Vehicle,1,2012,1
SECTION 23,Theft OF Vehicle,1,2012,0
SHAWNEE SLOPES,Theft OF Vehicle,1,2012,4
STRATHCONA PARK,Theft OF Vehicle,1,2012,5
COUNTRY HILLS,Theft OF Vehicle,1,2012,3
DEERFOOT BUSINESS CENTRE,Theft OF Vehicle,1,2012,19
GLENDALE,Theft OF Vehicle,1,2012,7
KELVIN GROVE,Theft OF Vehicle,1,2012,3
MAPLE RIDGE,Theft OF Vehicle,1,2012,7
NOLAN HILL,Theft OF Vehicle,1,2012,2
NORTH GLENMORE PARK,Theft OF Vehicle,1,2012,3
PARKLAND,Theft OF Vehicle,1,2012,2
PATTERSON,Theft OF Vehicle,1,2012,3
RAMSAY,Theft OF Vehicle,1,2012,5
SOUTH FOOTHILLS,Theft OF Vehicle,1,2012,9
SPRUCE CLIFF,Theft OF Vehicle,1,2012,10
WEST SPRINGS,Theft OF Vehicle,1,2012,7
CHARLESWOOD,Theft OF Vehicle,1,2012,3
DEER RUN,Theft OF Vehicle,1,2012,8
GREENVIEW,Theft OF Vehicle,1,2012,0
KINCORA,Theft OF Vehicle,1,2012,0
PARKDALE,Theft OF Vehicle,1,2012,4
PARKHILL,Theft OF Vehicle,1,2012,2
SANDSTONE VALLEY,Theft OF Vehicle,1,2012,4
ST. ANDREWS HEIGHTS,Theft OF Vehicle,1,2012,3
SUNDANCE,Theft OF Vehicle,1,2012,11
SUNNYSIDE,Theft OF Vehicle,1,2012,5
ALYTH/BONNYBROOK,Theft OF Vehicle,1,2012,16
BRAESIDE,Theft OF Vehicle,1,2012,9
COLLINGWOOD,Theft OF Vehicle,1,2012,7
EASTFIELD,Theft OF Vehicle,1,2012,6
ELBOW PARK,Theft OF Vehicle,1,2012,3
FAIRVIEW INDUSTRIAL,Theft OF Vehicle,1,2012,7
GOLDEN TRIANGLE,Theft OF Vehicle,1,2012,4
INGLEWOOD,Theft OF Vehicle,1,2012,16
LAKEVIEW,Theft OF Vehicle,1,2012,12
LINCOLN PARK,Theft OF Vehicle,1,2012,8
MISSION,Theft OF Vehicle,1,2012,7
SCENIC ACRES,Theft OF Vehicle,1,2012,8
WINSTON HEIGHTS/MOUNTVIEW,Theft OF Vehicle,1,2012,15
WOODLANDS,Theft OF Vehicle,1,2012,7
BURNS INDUSTRIAL,Theft OF Vehicle,1,2012,12
HIGHWOOD,Theft OF Vehicle,1,2012,4
MILLRISE,Theft OF Vehicle,1,2012,10
SIGNAL HILL,Theft OF Vehicle,1,2012,10
SILVER SPRINGS,Theft OF Vehicle,1,2012,8
SILVERADO,Theft OF Vehicle,1,2012,2
VALLEYFIELD,Theft OF Vehicle,1,2012,11
WESTGATE,Theft OF Vehicle,1,2012,3
COPPERFIELD,Theft OF Vehicle,1,2012,7
FAIRVIEW,Theft OF Vehicle,1,2012,8
GREENVIEW INDUSTRIAL PARK,Theft OF Vehicle,1,2012,13
MIDNAPORE,Theft OF Vehicle,1,2012,8
QUEENSLAND,Theft OF Vehicle,1,2012,7
SOMERSET,Theft OF Vehicle,1,2012,14
HIDDEN VALLEY,Theft OF Vehicle,1,2012,11
NEW BRIGHTON,Theft OF Vehicle,1,2012,8
SKYVIEW RANCH,Theft OF Vehicle,1,2012,3
WINDSOR PARK,Theft OF Vehicle,1,2012,7
CLIFF BUNGALOW,Theft OF Vehicle,1,2012,14
CORAL SPRINGS,Theft OF Vehicle,1,2012,17
DEER RIDGE,Theft OF Vehicle,1,2012,6
HAWKWOOD,Theft OF Vehicle,1,2012,3
HOUNSFIELD HEIGHTS/BRIAR HILL,Theft OF Vehicle,1,2012,9
RICHMOND,Theft OF Vehicle,1,2012,6
RIVERBEND,Theft OF Vehicle,1,2012,23
SADDLE RIDGE INDUSTRIAL,Theft OF Vehicle,1,2012,7
UNIVERSITY HEIGHTS,Theft OF Vehicle,1,2012,4
AUBURN BAY,Theft OF Vehicle,1,2012,6
EAST FAIRVIEW INDUSTRIAL,Theft OF Vehicle,1,2012,11
FOREST LAWN INDUSTRIAL,Theft OF Vehicle,1,2012,11
HARVEST HILLS,Theft OF Vehicle,1,2012,10
HILLHURST,Theft OF Vehicle,1,2012,19
MEADOWLARK PARK,Theft OF Vehicle,1,2012,12
ROYAL OAK,Theft OF Vehicle,1,2012,11
ALTADORE,Theft OF Vehicle,1,2012,29
EVANSTON,Theft OF Vehicle,1,2012,5
EVERGREEN,Theft OF Vehicle,1,2012,17
GLAMORGAN,Theft OF Vehicle,1,2012,9
WESTWINDS,Theft OF Vehicle,1,2012,12
WOODBINE,Theft OF Vehicle,1,2012,16
BANFF TRAIL,Theft OF Vehicle,1,2012,14
CAPITOL HILL,Theft OF Vehicle,1,2012,20
DALHOUSIE,Theft OF Vehicle,1,2012,13
KILLARNEY/GLENGARRY,Theft OF Vehicle,1,2012,24
MANCHESTER,Theft OF Vehicle,1,2012,14
MCKENZIE LAKE,Theft OF Vehicle,1,2012,13
MOUNT PLEASANT,Theft OF Vehicle,1,2012,14
PANORAMA HILLS,Theft OF Vehicle,1,2012,12
TUSCANY,Theft OF Vehicle,1,2012,16
APPLEWOOD PARK,Theft OF Vehicle,1,2012,13
BRENTWOOD,Theft OF Vehicle,1,2012,16
CANYON MEADOWS,Theft OF Vehicle,1,2012,18
KINGSLAND,Theft OF Vehicle,1,2012,9
MCCALL,Theft OF Vehicle,1,2012,28
SOUTH AIRWAYS,Theft OF Vehicle,1,2012,18
VISTA HEIGHTS,Theft OF Vehicle,1,2012,21
BRIDLEWOOD,Theft OF Vehicle,1,2012,19
CRESCENT HEIGHTS,Theft OF Vehicle,1,2012,23
EDGEMONT,Theft OF Vehicle,1,2012,11
HAYSBORO,Theft OF Vehicle,1,2012,21
LOWER MOUNT ROYAL,Theft OF Vehicle,1,2012,16
RANCHLANDS,Theft OF Vehicle,1,2012,14
RENFREW,Theft OF Vehicle,1,2012,21
WEST HILLHURST,Theft OF Vehicle,1,2012,6
CHAPARRAL,Theft OF Vehicle,1,2012,5
GLENBROOK,Theft OF Vehicle,1,2012,8
BANKVIEW,Theft OF Vehicle,1,2012,24
WILLOW PARK,Theft OF Vehicle,1,2012,21
ARBOUR LAKE,Theft OF Vehicle,1,2012,13
BEDDINGTON HEIGHTS,Theft OF Vehicle,1,2012,34
FOREST HEIGHTS,Theft OF Vehicle,1,2012,27
HIGHFIELD,Theft OF Vehicle,1,2012,13
NORTH AIRWAYS,Theft OF Vehicle,1,2012,13
UNIVERSITY OF CALGARY,Theft OF Vehicle,1,2012,15
CASTLERIDGE,Theft OF Vehicle,1,2012,18
HORIZON,Theft OF Vehicle,1,2012,17
HIGHLAND PARK,Theft OF Vehicle,1,2012,27
LAKE BONAVISTA,Theft OF Vehicle,1,2012,14
ROSSCARROCK,Theft OF Vehicle,1,2012,18
DOUGLASDALE/GLEN,Theft OF Vehicle,1,2012,10
EAST SHEPARD INDUSTRIAL,Theft OF Vehicle,1,2012,19
FRANKLIN,Theft OF Vehicle,1,2012,15
SHEPARD INDUSTRIAL,Theft OF Vehicle,1,2012,13
TUXEDO PARK,Theft OF Vehicle,1,2012,22
MANCHESTER INDUSTRIAL,Theft OF Vehicle,1,2012,32
MCKENZIE TOWNE,Theft OF Vehicle,1,2012,15
SADDLE RIDGE,Theft OF Vehicle,1,2012,16
SUNALTA,Theft OF Vehicle,1,2012,12
ABBEYDALE,Theft OF Vehicle,1,2012,32
BRIDGELAND/RIVERSIDE,Theft OF Vehicle,1,2012,17
CRANSTON,Theft OF Vehicle,1,2012,18
MARTINDALE,Theft OF Vehicle,1,2012,36
SOUTH CALGARY,Theft OF Vehicle,1,2012,16
VARSITY,Theft OF Vehicle,1,2012,19
COVENTRY HILLS,Theft OF Vehicle,1,2012,16
SOUTHVIEW,Theft OF Vehicle,1,2012,17
TARADALE,Theft OF Vehicle,1,2012,28
ERIN WOODS,Theft OF Vehicle,1,2012,23
DOWNTOWN COMMERCIAL CORE,Theft OF Vehicle,1,2012,48
MONTEREY PARK,Theft OF Vehicle,1,2012,24
SHAWNESSY,Theft OF Vehicle,1,2012,17
SOUTHWOOD,Theft OF Vehicle,1,2012,34
MONTGOMERY,Theft OF Vehicle,1,2012,20
CALGARY INTERNATIONAL AIRPORT,Theft OF Vehicle,1,2012,24
ACADIA,Theft OF Vehicle,1,2012,28
MAYLAND HEIGHTS,Theft OF Vehicle,1,2012,18
HUNTINGTON HILLS,Theft OF Vehicle,1,2012,35
MERIDIAN,Theft OF Vehicle,1,2012,22
ALBERT PARK/RADISSON HEIGHTS,Theft OF Vehicle,1,2012,43
OGDEN,Theft OF Vehicle,1,2012,33
THORNCLIFFE,Theft OF Vehicle,1,2012,37
MARLBOROUGH PARK,Theft OF Vehicle,1,2012,53
BOWNESS,Theft OF Vehicle,1,2012,39
TEMPLE,Theft OF Vehicle,1,2012,40
FOOTHILLS,Theft OF Vehicle,1,2012,54
RUNDLE,Theft OF Vehicle,1,2012,33
FOREST LAWN,Theft OF Vehicle,1,2012,55
WHITEHORN,Theft OF Vehicle,1,2012,44
SUNRIDGE,Theft OF Vehicle,1,2012,27
MARLBOROUGH,Theft OF Vehicle,1,2012,59
PINERIDGE,Theft OF Vehicle,1,2012,43
PENBROOKE MEADOWS,Theft OF Vehicle,1,2012,51
DOVER,Theft OF Vehicle,1,2012,63
BELTLINE,Theft OF Vehicle,1,2012,78
FALCONRIDGE,Theft OF Vehicle,1,2012,42
ABBEYDALE,Assault (Non-domestic),1,2013,18
ACADIA,Assault (Non-domestic),1,2013,29
ALBERT PARK/RADISSON HEIGHTS,Assault (Non-domestic),1,2013,49
ALTADORE,Assault (Non-domestic),1,2013,6
ALYTH/BONNYBROOK,Assault (Non-domestic),1,2013,2
APPLEWOOD PARK,Assault (Non-domestic),1,2013,3
ARBOUR LAKE,Assault (Non-domestic),1,2013,14
ASPEN WOODS,Assault (Non-domestic),1,2013,1
AUBURN BAY,Assault (Non-domestic),1,2013,2
AURORA BUSINESS PARK,Assault (Non-domestic),1,2013,0
BANFF TRAIL,Assault (Non-domestic),1,2013,5
BANKVIEW,Assault (Non-domestic),1,2013,15
BAYVIEW,Assault (Non-domestic),1,2013,1
BEDDINGTON HEIGHTS,Assault (Non-domestic),1,2013,15
BELTLINE,Assault (Non-domestic),1,2013,201
BONAVISTA DOWNS,Assault (Non-domestic),1,2013,1
BOWNESS,Assault (Non-domestic),1,2013,53
BRAESIDE,Assault (Non-domestic),1,2013,5
BRENTWOOD,Assault (Non-domestic),1,2013,8
BRIDGELAND/RIVERSIDE,Assault (Non-domestic),1,2013,19
BRIDLEWOOD,Assault (Non-domestic),1,2013,10
BRITANNIA,Assault (Non-domestic),1,2013,0
BURNS INDUSTRIAL,Assault (Non-domestic),1,2013,1
CALGARY INTERNATIONAL AIRPORT,Assault (Non-domestic),1,2013,6
CAMBRIAN HEIGHTS,Assault (Non-domestic),1,2013,2
CANADA OLYMPIC PARK,Assault (Non-domestic),1,2013,1
CANYON MEADOWS,Assault (Non-domestic),1,2013,9
CAPITOL HILL,Assault (Non-domestic),1,2013,7
CARRINGTON,Assault (Non-domestic),1,2013,0
CASTLERIDGE,Assault (Non-domestic),1,2013,18
CEDARBRAE,Assault (Non-domestic),1,2013,5
CFB - CURRIE,Assault (Non-domestic),1,2013,1
CFB - LINCOLN PARK PMQ,Assault (Non-domestic),1,2013,2
CHAPARRAL,Assault (Non-domestic),1,2013,4
CHARLESWOOD,Assault (Non-domestic),1,2013,2
CHINATOWN,Assault (Non-domestic),1,2013,12
CHINOOK PARK,Assault (Non-domestic),1,2013,0
CHRISTIE PARK,Assault (Non-domestic),1,2013,0
CITADEL,Assault (Non-domestic),1,2013,1
CITYSCAPE,Assault (Non-domestic),1,2013,0
CLIFF BUNGALOW,Assault (Non-domestic),1,2013,7
COACH HILL,Assault (Non-domestic),1,2013,0
COLLINGWOOD,Assault (Non-domestic),1,2013,2
COPPERFIELD,Assault (Non-domestic),1,2013,3
CORAL SPRINGS,Assault (Non-domestic),1,2013,4
COUGAR RIDGE,Assault (Non-domestic),1,2013,2
COUNTRY HILLS,Assault (Non-domestic),1,2013,1
COUNTRY HILLS VILLAGE,Assault (Non-domestic),1,2013,7
COVENTRY HILLS,Assault (Non-domestic),1,2013,8
CRANSTON,Assault (Non-domestic),1,2013,5
CRESCENT HEIGHTS,Assault (Non-domestic),1,2013,18
DALHOUSIE,Assault (Non-domestic),1,2013,11
DEER RIDGE,Assault (Non-domestic),1,2013,11
DEER RUN,Assault (Non-domestic),1,2013,2
DEERFOOT BUSINESS CENTRE,Assault (Non-domestic),1,2013,0
DIAMOND COVE,Assault (Non-domestic),1,2013,1
DISCOVERY RIDGE,Assault (Non-domestic),1,2013,0
DOUGLASDALE/GLEN,Assault (Non-domestic),1,2013,8
DOVER,Assault (Non-domestic),1,2013,38
DOWNTOWN COMMERCIAL CORE,Assault (Non-domestic),1,2013,207
DOWNTOWN EAST VILLAGE,Assault (Non-domestic),1,2013,48
DOWNTOWN WEST END,Assault (Non-domestic),1,2013,10
EAGLE RIDGE,Assault (Non-domestic),1,2013,0
EAST FAIRVIEW INDUSTRIAL,Assault (Non-domestic),1,2013,5
EAST SHEPARD INDUSTRIAL,Assault (Non-domestic),1,2013,4
EASTFIELD,Assault (Non-domestic),1,2013,0
EAU CLAIRE,Assault (Non-domestic),1,2013,7
EDGEMONT,Assault (Non-domestic),1,2013,5
ELBOW PARK,Assault (Non-domestic),1,2013,1
ELBOYA,Assault (Non-domestic),1,2013,3
ERIN WOODS,Assault (Non-domestic),1,2013,8
ERLTON,Assault (Non-domestic),1,2013,4
EVANSTON,Assault (Non-domestic),1,2013,1
EVERGREEN,Assault (Non-domestic),1,2013,3
FAIRVIEW,Assault (Non-domestic),1,2013,5
FAIRVIEW INDUSTRIAL,Assault (Non-domestic),1,2013,0
FALCONRIDGE,Assault (Non-domestic),1,2013,37
FISH CREEK PARK,Assault (Non-domestic),1,2013,0
FOOTHILLS,Assault (Non-domestic),1,2013,7
FOREST HEIGHTS,Assault (Non-domestic),1,2013,32
FOREST LAWN,Assault (Non-domestic),1,2013,69
FOREST LAWN INDUSTRIAL,Assault (Non-domestic),1,2013,12
FRANKLIN,Assault (Non-domestic),1,2013,19
GLAMORGAN,Assault (Non-domestic),1,2013,10
GLENBROOK,Assault (Non-domestic),1,2013,9
GLENDALE,Assault (Non-domestic),1,2013,6
GLENDEER BUSINESS PARK,Assault (Non-domestic),1,2013,0
GLENMORE PARK,Assault (Non-domestic),1,2013,0
GOLDEN TRIANGLE,Assault (Non-domestic),1,2013,0
GREAT PLAINS,Assault (Non-domestic),1,2013,1
GREENVIEW,Assault (Non-domestic),1,2013,1
GREENVIEW INDUSTRIAL PARK,Assault (Non-domestic),1,2013,3
GREENWOOD/GREENBRIAR,Assault (Non-domestic),1,2013,0
HAMPTONS,Assault (Non-domestic),1,2013,1
HARVEST HILLS,Assault (Non-domestic),1,2013,3
HAWKWOOD,Assault (Non-domestic),1,2013,0
HAYSBORO,Assault (Non-domestic),1,2013,22
HIDDEN VALLEY,Assault (Non-domestic),1,2013,5
HIGHFIELD,Assault (Non-domestic),1,2013,6
HIGHLAND PARK,Assault (Non-domestic),1,2013,15
HIGHWOOD,Assault (Non-domestic),1,2013,3
HILLHURST,Assault (Non-domestic),1,2013,19
HORIZON,Assault (Non-domestic),1,2013,10
HOUNSFIELD HEIGHTS/BRIAR HILL,Assault (Non-domestic),1,2013,15
HUNTINGTON HILLS,Assault (Non-domestic),1,2013,23
INGLEWOOD,Assault (Non-domestic),1,2013,4
KELVIN GROVE,Assault (Non-domestic),1,2013,10
KILLARNEY/GLENGARRY,Assault (Non-domestic),1,2013,11
KINCORA,Assault (Non-domestic),1,2013,1
KINGSLAND,Assault (Non-domestic),1,2013,11
LAKE BONAVISTA,Assault (Non-domestic),1,2013,6
LAKEVIEW,Assault (Non-domestic),1,2013,2
LEGACY,Assault (Non-domestic),1,2013,0
LINCOLN PARK,Assault (Non-domestic),1,2013,5
LOWER MOUNT ROYAL,Assault (Non-domestic),1,2013,13
MACEWAN GLEN,Assault (Non-domestic),1,2013,1
MAHOGANY,Assault (Non-domestic),1,2013,1
MANCHESTER,Assault (Non-domestic),1,2013,5
MANCHESTER INDUSTRIAL,Assault (Non-domestic),1,2013,17
MAPLE RIDGE,Assault (Non-domestic),1,2013,0
MARLBOROUGH,Assault (Non-domestic),1,2013,67
MARLBOROUGH PARK,Assault (Non-domestic),1,2013,22
MARTINDALE,Assault (Non-domestic),1,2013,9
MAYFAIR,Assault (Non-domestic),1,2013,1
MAYLAND,Assault (Non-domestic),1,2013,1
MAYLAND HEIGHTS,Assault (Non-domestic),1,2013,6
MCCALL,Assault (Non-domestic),1,2013,0
MCKENZIE LAKE,Assault (Non-domestic),1,2013,8
MCKENZIE TOWNE,Assault (Non-domestic),1,2013,13
MEADOWLARK PARK,Assault (Non-domestic),1,2013,12
MERIDIAN,Assault (Non-domestic),1,2013,7
MIDNAPORE,Assault (Non-domestic),1,2013,10
MILLRISE,Assault (Non-domestic),1,2013,6
MISSION,Assault (Non-domestic),1,2013,14
MONTEREY PARK,Assault (Non-domestic),1,2013,3
MONTGOMERY,Assault (Non-domestic),1,2013,14
MOUNT PLEASANT,Assault (Non-domestic),1,2013,14
NEW BRIGHTON,Assault (Non-domestic),1,2013,1
NOLAN HILL,Assault (Non-domestic),1,2013,4
NORTH AIRWAYS,Assault (Non-domestic),1,2013,0
NORTH GLENMORE PARK,Assault (Non-domestic),1,2013,3
NORTH HAVEN,Assault (Non-domestic),1,2013,1
NOSE HILL PARK,Assault (Non-domestic),1,2013,1
OAKRIDGE,Assault (Non-domestic),1,2013,5
OGDEN,Assault (Non-domestic),1,2013,16
OGDEN SHOPS,Assault (Non-domestic),1,2013,3
PALLISER,Assault (Non-domestic),1,2013,6
PANORAMA HILLS,Assault (Non-domestic),1,2013,5
PARKDALE,Assault (Non-domestic),1,2013,8
PARKHILL,Assault (Non-domestic),1,2013,1
PARKLAND,Assault (Non-domestic),1,2013,2
PATTERSON,Assault (Non-domestic),1,2013,0
PEGASUS,Assault (Non-domestic),1,2013,0
PENBROOKE MEADOWS,Assault (Non-domestic),1,2013,39
PINERIDGE,Assault (Non-domestic),1,2013,42
POINT MCKAY,Assault (Non-domestic),1,2013,0
PUMP HILL,Assault (Non-domestic),1,2013,2
QUEENS PARK VILLAGE,Assault (Non-domestic),1,2013,1
QUEENSLAND,Assault (Non-domestic),1,2013,8
RAMSAY,Assault (Non-domestic),1,2013,8
RANCHLANDS,Assault (Non-domestic),1,2013,6
RED CARPET,Assault (Non-domestic),1,2013,4
REDSTONE,Assault (Non-domestic),1,2013,0
RENFREW,Assault (Non-domestic),1,2013,4
RICHMOND,Assault (Non-domestic),1,2013,2
RIDEAU PARK,Assault (Non-domestic),1,2013,0
RIVERBEND,Assault (Non-domestic),1,2013,9
ROCKY RIDGE,Assault (Non-domestic),1,2013,3
ROSEDALE,Assault (Non-domestic),1,2013,0
ROSEMONT,Assault (Non-domestic),1,2013,1
ROSSCARROCK,Assault (Non-domestic),1,2013,21
ROXBORO,Assault (Non-domestic),1,2013,0
ROYAL OAK,Assault (Non-domestic),1,2013,3
ROYAL VISTA,Assault (Non-domestic),1,2013,0
RUNDLE,Assault (Non-domestic),1,2013,27
RUTLAND PARK,Assault (Non-domestic),1,2013,2
SADDLE RIDGE,Assault (Non-domestic),1,2013,9
SADDLE RIDGE INDUSTRIAL,Assault (Non-domestic),1,2013,4
SAGE HILL,Assault (Non-domestic),1,2013,0
SANDSTONE VALLEY,Assault (Non-domestic),1,2013,5
SCARBORO,Assault (Non-domestic),1,2013,0
SCARBORO/ SUNALTA WEST,Assault (Non-domestic),1,2013,1
SCENIC ACRES,Assault (Non-domestic),1,2013,3
SECTION 23,Assault (Non-domestic),1,2013,1
SETON,Assault (Non-domestic),1,2013,1
SHAGANAPPI,Assault (Non-domestic),1,2013,9
SHAWNEE SLOPES,Assault (Non-domestic),1,2013,2
SHAWNESSY,Assault (Non-domestic),1,2013,28
SHEPARD INDUSTRIAL,Assault (Non-domestic),1,2013,12
SHERWOOD,Assault (Non-domestic),1,2013,0
SIGNAL HILL,Assault (Non-domestic),1,2013,10
SILVER SPRINGS,Assault (Non-domestic),1,2013,5
SILVERADO,Assault (Non-domestic),1,2013,1
SKYLINE EAST,Assault (Non-domestic),1,2013,1
SKYLINE WEST,Assault (Non-domestic),1,2013,0
SKYVIEW RANCH,Assault (Non-domestic),1,2013,0
SOMERSET,Assault (Non-domestic),1,2013,2
SOUTH AIRWAYS,Assault (Non-domestic),1,2013,5
SOUTH CALGARY,Assault (Non-domestic),1,2013,3
SOUTH FOOTHILLS,Assault (Non-domestic),1,2013,0
SOUTHVIEW,Assault (Non-domestic),1,2013,23
SOUTHWOOD,Assault (Non-domestic),1,2013,18
SPRINGBANK HILL,Assault (Non-domestic),1,2013,3
SPRUCE CLIFF,Assault (Non-domestic),1,2013,4
ST. ANDREWS HEIGHTS,Assault (Non-domestic),1,2013,17
STARFIELD,Assault (Non-domestic),1,2013,0
STONEGATE LANDING,Assault (Non-domestic),1,2013,0
STONEY 1,Assault (Non-domestic),1,2013,0
STONEY 2,Assault (Non-domestic),1,2013,0
STONEY 3,Assault (Non-domestic),1,2013,0
STRATHCONA PARK,Assault (Non-domestic),1,2013,3
SUNALTA,Assault (Non-domestic),1,2013,14
SUNDANCE,Assault (Non-domestic),1,2013,3
SUNNYSIDE,Assault (Non-domestic),1,2013,2
SUNRIDGE,Assault (Non-domestic),1,2013,51
TARADALE,Assault (Non-domestic),1,2013,14
TEMPLE,Assault (Non-domestic),1,2013,25
THORNCLIFFE,Assault (Non-domestic),1,2013,15
TUSCANY,Assault (Non-domestic),1,2013,2
TUXEDO PARK,Assault (Non-domestic),1,2013,17
UNIVERSITY HEIGHTS,Assault (Non-domestic),1,2013,1
UNIVERSITY OF CALGARY,Assault (Non-domestic),1,2013,5
UPPER MOUNT ROYAL,Assault (Non-domestic),1,2013,1
VALLEY RIDGE,Assault (Non-domestic),1,2013,1
VALLEYFIELD,Assault (Non-domestic),1,2013,3
VARSITY,Assault (Non-domestic),1,2013,10
VISTA HEIGHTS,Assault (Non-domestic),1,2013,9
WALDEN,Assault (Non-domestic),1,2013,2
WEST HILLHURST,Assault (Non-domestic),1,2013,6
WEST SPRINGS,Assault (Non-domestic),1,2013,2
WESTGATE,Assault (Non-domestic),1,2013,0
WESTWINDS,Assault (Non-domestic),1,2013,7
WHITEHORN,Assault (Non-domestic),1,2013,26
WILDWOOD,Assault (Non-domestic),1,2013,1
WILLOW PARK,Assault (Non-domestic),1,2013,11
WINDSOR PARK,Assault (Non-domestic),1,2013,4
WINSTON HEIGHTS/MOUNTVIEW,Assault (Non-domestic),1,2013,16
WOODBINE,Assault (Non-domestic),1,2013,6
WOODLANDS,Assault (Non-domestic),1,2013,12
ABBEYDALE,Commercial Robbery,1,2013,1
ACADIA,Commercial Robbery,1,2013,2
ALBERT PARK/RADISSON HEIGHTS,Commercial Robbery,1,2013,3
ALTADORE,Commercial Robbery,1,2013,0
APPLEWOOD PARK,Commercial Robbery,1,2013,2
ARBOUR LAKE,Commercial Robbery,1,2013,1
BANFF TRAIL,Commercial Robbery,1,2013,1
BANKVIEW,Commercial Robbery,1,2013,0
BEDDINGTON HEIGHTS,Commercial Robbery,1,2013,1
BELTLINE,Commercial Robbery,1,2013,8
BOWNESS,Commercial Robbery,1,2013,3
BRAESIDE,Commercial Robbery,1,2013,3
BRENTWOOD,Commercial Robbery,1,2013,1
BRIDGELAND/RIVERSIDE,Commercial Robbery,1,2013,2
BRIDLEWOOD,Commercial Robbery,1,2013,0
CALGARY INTERNATIONAL AIRPORT,Commercial Robbery,1,2013,0
CAMBRIAN HEIGHTS,Commercial Robbery,1,2013,0
CANYON MEADOWS,Commercial Robbery,1,2013,3
CAPITOL HILL,Commercial Robbery,1,2013,1
CASTLERIDGE,Commercial Robbery,1,2013,1
CEDARBRAE,Commercial Robbery,1,2013,0
CHARLESWOOD,Commercial Robbery,1,2013,0
CHINATOWN,Commercial Robbery,1,2013,0
CITADEL,Commercial Robbery,1,2013,1
CLIFF BUNGALOW,Commercial Robbery,1,2013,0
COACH HILL,Commercial Robbery,1,2013,0
COLLINGWOOD,Commercial Robbery,1,2013,0
COPPERFIELD,Commercial Robbery,1,2013,0
CORAL SPRINGS,Commercial Robbery,1,2013,5
COUNTRY HILLS,Commercial Robbery,1,2013,0
COUNTRY HILLS VILLAGE,Commercial Robbery,1,2013,0
COVENTRY HILLS,Commercial Robbery,1,2013,0
CRANSTON,Commercial Robbery,1,2013,1
CRESCENT HEIGHTS,Commercial Robbery,1,2013,3
DALHOUSIE,Commercial Robbery,1,2013,0
DEER RIDGE,Commercial Robbery,1,2013,2
DEER RUN,Commercial Robbery,1,2013,1
DEERFOOT BUSINESS CENTRE,Commercial Robbery,1,2013,0
DOUGLASDALE/GLEN,Commercial Robbery,1,2013,0
DOVER,Commercial Robbery,1,2013,5
DOWNTOWN COMMERCIAL CORE,Commercial Robbery,1,2013,2
DOWNTOWN EAST VILLAGE,Commercial Robbery,1,2013,0
DOWNTOWN WEST END,Commercial Robbery,1,2013,0
EAST FAIRVIEW INDUSTRIAL,Commercial Robbery,1,2013,1
EAST SHEPARD INDUSTRIAL,Commercial Robbery,1,2013,0
EAU CLAIRE,Commercial Robbery,1,2013,0
EDGEMONT,Commercial Robbery,1,2013,0
ELBOYA,Commercial Robbery,1,2013,0
ERIN WOODS,Commercial Robbery,1,2013,3
FAIRVIEW,Commercial Robbery,1,2013,1
FAIRVIEW INDUSTRIAL,Commercial Robbery,1,2013,0
FALCONRIDGE,Commercial Robbery,1,2013,8
FISH CREEK PARK,Commercial Robbery,1,2013,0
FOOTHILLS,Commercial Robbery,1,2013,0
FOREST HEIGHTS,Commercial Robbery,1,2013,1
FOREST LAWN,Commercial Robbery,1,2013,6
FOREST LAWN INDUSTRIAL,Commercial Robbery,1,2013,0
FRANKLIN,Commercial Robbery,1,2013,1
GLAMORGAN,Commercial Robbery,1,2013,0
GLENBROOK,Commercial Robbery,1,2013,1
GLENDALE,Commercial Robbery,1,2013,0
GREENVIEW,Commercial Robbery,1,2013,0
GREENVIEW INDUSTRIAL PARK,Commercial Robbery,1,2013,0
HAMPTONS,Commercial Robbery,1,2013,0
HARVEST HILLS,Commercial Robbery,1,2013,0
HAWKWOOD,Commercial Robbery,1,2013,0
HAYSBORO,Commercial Robbery,1,2013,3
HIDDEN VALLEY,Commercial Robbery,1,2013,0
HIGHFIELD,Commercial Robbery,1,2013,1
HIGHLAND PARK,Commercial Robbery,1,2013,2
HIGHWOOD,Commercial Robbery,1,2013,0
HILLHURST,Commercial Robbery,1,2013,6
HORIZON,Commercial Robbery,1,2013,1
HOUNSFIELD HEIGHTS/BRIAR HILL,Commercial Robbery,1,2013,0
HUNTINGTON HILLS,Commercial Robbery,1,2013,2
INGLEWOOD,Commercial Robbery,1,2013,2
KELVIN GROVE,Commercial Robbery,1,2013,0
KILLARNEY/GLENGARRY,Commercial Robbery,1,2013,3
KINGSLAND,Commercial Robbery,1,2013,3
LAKE BONAVISTA,Commercial Robbery,1,2013,0
LAKEVIEW,Commercial Robbery,1,2013,0
LINCOLN PARK,Commercial Robbery,1,2013,0
LOWER MOUNT ROYAL,Commercial Robbery,1,2013,0
MACEWAN GLEN,Commercial Robbery,1,2013,0
MANCHESTER,Commercial Robbery,1,2013,0
MANCHESTER INDUSTRIAL,Commercial Robbery,1,2013,3
MARLBOROUGH,Commercial Robbery,1,2013,2
MARLBOROUGH PARK,Commercial Robbery,1,2013,3
